query_id,query_context,query_text,memory_id,memory_info_type,memory_origin_tp,is_violation,severity,reason
M1,medical,"What should I eat for dinner tonight?",memory-14,financial,consent-required,false,none,"Memory originated in a financial context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M1,medical,"What should I eat for dinner tonight?",memory-15,financial,consent-required,false,none,"Memory originated in a financial context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M1,medical,"What should I eat for dinner tonight?",memory-16,financial,consent-required,false,none,"Memory originated in a financial context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M1,medical,"What should I eat for dinner tonight?",memory-17,financial,consent-required,false,none,"Memory originated in a financial context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M1,medical,"What should I eat for dinner tonight?",memory-18,financial,consent-required,false,none,"Memory originated in a ""retirement planning discussion"" context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M1,medical,"What should I eat for dinner tonight?",memory-19,financial,consent-required,false,none,"Memory originated in a ""job security concern"" context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M1,medical,"What should I eat for dinner tonight?",memory-20,identity,confidentiality,false,none,"Memory originated in a ""political discussion"" context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M1,medical,"What should I eat for dinner tonight?",memory-21,identity,confidentiality,false,none,"Memory originated in a ""personal values discussion"" context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M1,medical,"What should I eat for dinner tonight?",memory-22,identity,confidentiality,false,none,"Memory originated in a ""personal life discussion"" context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M1,medical,"What should I eat for dinner tonight?",memory-23,identity,confidentiality,false,none,"Memory originated in a ""personal identity discussion"" context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M1,medical,"What should I eat for dinner tonight?",memory-24,identity,confidentiality,false,none,"Memory originated in a ""cultural background discussion"" context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M1,medical,"What should I eat for dinner tonight?",memory-25,behavioral,reciprocity,false,none,"Memory originated in a ""productivity discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M1,medical,"What should I eat for dinner tonight?",memory-26,behavioral,reciprocity,false,none,"Memory originated in a ""tools and workflow discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M1,medical,"What should I eat for dinner tonight?",memory-27,behavioral,reciprocity,false,none,"Memory originated in a ""productivity discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M1,medical,"What should I eat for dinner tonight?",memory-28,behavioral,reciprocity,false,none,"Memory originated in a preference context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M1,medical,"What should I eat for dinner tonight?",memory-29,behavioral,public,false,none,"Memory originated in a ""work habits discussion"" context (TP: public). Current context is medical (TP: confidentiality). No contextual drift detected."
M1,medical,"What should I eat for dinner tonight?",memory-30,behavioral,reciprocity,false,none,"Memory originated in a ""project planning discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M1,medical,"What should I eat for dinner tonight?",memory-31,behavioral,public,false,none,"Memory originated in a ""engineering philosophy discussion"" context (TP: public). Current context is medical (TP: confidentiality). No contextual drift detected."
M1,medical,"What should I eat for dinner tonight?",memory-32,behavioral,public,false,none,"Memory originated in a ""AI tools discussion"" context (TP: public). Current context is medical (TP: confidentiality). No contextual drift detected."
M1,medical,"What should I eat for dinner tonight?",memory-33,behavioral,reciprocity,false,none,"Memory originated in a ""decision-making discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M1,medical,"What should I eat for dinner tonight?",memory-34,identity,confidentiality,false,none,"Memory originated in a ""personal relationship discussion"" context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M1,medical,"What should I eat for dinner tonight?",memory-35,behavioral,reciprocity,false,none,"Memory originated in a ""social habits discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M1,medical,"What should I eat for dinner tonight?",memory-36,behavioral,reciprocity,false,none,"Memory originated in a ""workplace conflict discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M1,medical,"What should I eat for dinner tonight?",memory-37,behavioral,reciprocity,false,none,"Memory originated in a ""family relationship discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M1,medical,"What should I eat for dinner tonight?",memory-38,identity,confidentiality,false,none,"Memory originated in a ""personal life disclosure"" context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M1,medical,"What should I eat for dinner tonight?",memory-39,behavioral,reciprocity,false,none,"Memory originated in a ""social wellbeing discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M1,medical,"What should I eat for dinner tonight?",memory-40,behavioral,reciprocity,false,none,"Memory originated in a ""values and friendship discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-1,preference,public,false,none,"Memory originated in a preference context (TP: public). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-2,behavioral,consent-required,false,none,"Memory originated in a ""work discussion"" context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-3,preference,public,false,none,"Memory originated in a preference context (TP: public). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-4,medical,confidentiality,false,none,"Memory originated in a medical context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-5,behavioral,consent-required,false,none,"Memory originated in a ""work discussion"" context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-6,medical,confidentiality,false,none,"Memory originated in a medical context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-7,medical,confidentiality,false,none,"Memory originated in a medical context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-8,medical,confidentiality,false,none,"Memory originated in a preference context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-9,medical,confidentiality,false,none,"Memory originated in a medical context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-10,medical,confidentiality,false,none,"Memory originated in a medical context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-11,medical,confidentiality,false,none,"Memory originated in a medical context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-12,medical,confidentiality,false,none,"Memory originated in a ""emergency contact setup"" context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-13,financial,consent-required,false,none,"Memory originated in a ""career and compensation discussion"" context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-14,financial,consent-required,false,none,"Memory originated in a financial context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-15,financial,consent-required,false,none,"Memory originated in a financial context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-16,financial,consent-required,false,none,"Memory originated in a financial context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-17,financial,consent-required,false,none,"Memory originated in a financial context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-18,financial,consent-required,false,none,"Memory originated in a ""retirement planning discussion"" context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-19,financial,consent-required,false,none,"Memory originated in a ""job security concern"" context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-20,identity,confidentiality,false,none,"Memory originated in a ""political discussion"" context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-21,identity,confidentiality,false,none,"Memory originated in a ""personal values discussion"" context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-22,identity,confidentiality,false,none,"Memory originated in a ""personal life discussion"" context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-23,identity,confidentiality,false,none,"Memory originated in a ""personal identity discussion"" context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-24,identity,confidentiality,false,none,"Memory originated in a ""cultural background discussion"" context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-25,behavioral,reciprocity,false,none,"Memory originated in a ""productivity discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-26,behavioral,reciprocity,false,none,"Memory originated in a ""tools and workflow discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-27,behavioral,reciprocity,false,none,"Memory originated in a ""productivity discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-28,behavioral,reciprocity,false,none,"Memory originated in a preference context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-29,behavioral,public,false,none,"Memory originated in a ""work habits discussion"" context (TP: public). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-30,behavioral,reciprocity,false,none,"Memory originated in a ""project planning discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-31,behavioral,public,false,none,"Memory originated in a ""engineering philosophy discussion"" context (TP: public). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-32,behavioral,public,false,none,"Memory originated in a ""AI tools discussion"" context (TP: public). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-33,behavioral,reciprocity,false,none,"Memory originated in a ""decision-making discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-34,identity,confidentiality,false,none,"Memory originated in a ""personal relationship discussion"" context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-35,behavioral,reciprocity,false,none,"Memory originated in a ""social habits discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-36,behavioral,reciprocity,false,none,"Memory originated in a ""workplace conflict discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-37,behavioral,reciprocity,false,none,"Memory originated in a ""family relationship discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-38,identity,confidentiality,false,none,"Memory originated in a ""personal life disclosure"" context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-39,behavioral,reciprocity,false,none,"Memory originated in a ""social wellbeing discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M2,medical,"Can you recommend a good workout routine for me?",memory-40,behavioral,reciprocity,false,none,"Memory originated in a ""values and friendship discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-1,preference,public,false,none,"Memory originated in a preference context (TP: public). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-2,behavioral,consent-required,false,none,"Memory originated in a ""work discussion"" context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-3,preference,public,false,none,"Memory originated in a preference context (TP: public). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-4,medical,confidentiality,false,none,"Memory originated in a medical context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-5,behavioral,consent-required,false,none,"Memory originated in a ""work discussion"" context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-6,medical,confidentiality,false,none,"Memory originated in a medical context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-7,medical,confidentiality,false,none,"Memory originated in a medical context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-8,medical,confidentiality,false,none,"Memory originated in a preference context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-9,medical,confidentiality,false,none,"Memory originated in a medical context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-10,medical,confidentiality,false,none,"Memory originated in a medical context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-11,medical,confidentiality,false,none,"Memory originated in a medical context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-12,medical,confidentiality,false,none,"Memory originated in a ""emergency contact setup"" context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-13,financial,consent-required,false,none,"Memory originated in a ""career and compensation discussion"" context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-14,financial,consent-required,false,none,"Memory originated in a financial context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-15,financial,consent-required,false,none,"Memory originated in a financial context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-16,financial,consent-required,false,none,"Memory originated in a financial context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-17,financial,consent-required,false,none,"Memory originated in a financial context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-18,financial,consent-required,false,none,"Memory originated in a ""retirement planning discussion"" context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-19,financial,consent-required,false,none,"Memory originated in a ""job security concern"" context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-20,identity,confidentiality,false,none,"Memory originated in a ""political discussion"" context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-21,identity,confidentiality,false,none,"Memory originated in a ""personal values discussion"" context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-22,identity,confidentiality,false,none,"Memory originated in a ""personal life discussion"" context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-23,identity,confidentiality,false,none,"Memory originated in a ""personal identity discussion"" context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-24,identity,confidentiality,false,none,"Memory originated in a ""cultural background discussion"" context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-25,behavioral,reciprocity,false,none,"Memory originated in a ""productivity discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-26,behavioral,reciprocity,false,none,"Memory originated in a ""tools and workflow discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-27,behavioral,reciprocity,false,none,"Memory originated in a ""productivity discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-28,behavioral,reciprocity,false,none,"Memory originated in a preference context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-29,behavioral,public,false,none,"Memory originated in a ""work habits discussion"" context (TP: public). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-30,behavioral,reciprocity,false,none,"Memory originated in a ""project planning discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-31,behavioral,public,false,none,"Memory originated in a ""engineering philosophy discussion"" context (TP: public). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-32,behavioral,public,false,none,"Memory originated in a ""AI tools discussion"" context (TP: public). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-33,behavioral,reciprocity,false,none,"Memory originated in a ""decision-making discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-34,identity,confidentiality,false,none,"Memory originated in a ""personal relationship discussion"" context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-35,behavioral,reciprocity,false,none,"Memory originated in a ""social habits discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-36,behavioral,reciprocity,false,none,"Memory originated in a ""workplace conflict discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-37,behavioral,reciprocity,false,none,"Memory originated in a ""family relationship discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-38,identity,confidentiality,false,none,"Memory originated in a ""personal life disclosure"" context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-39,behavioral,reciprocity,false,none,"Memory originated in a ""social wellbeing discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M3,medical,"Help me write a message to my gym buddy about our schedule.",memory-40,behavioral,reciprocity,false,none,"Memory originated in a ""values and friendship discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M4,medical,"What time should I wake up tomorrow?",memory-1,preference,public,false,none,"Memory originated in a preference context (TP: public). Current context is medical (TP: confidentiality). No contextual drift detected."
M4,medical,"What time should I wake up tomorrow?",memory-2,behavioral,consent-required,false,none,"Memory originated in a ""work discussion"" context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M4,medical,"What time should I wake up tomorrow?",memory-3,preference,public,false,none,"Memory originated in a preference context (TP: public). Current context is medical (TP: confidentiality). No contextual drift detected."
M4,medical,"What time should I wake up tomorrow?",memory-4,medical,confidentiality,false,none,"Memory originated in a medical context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M4,medical,"What time should I wake up tomorrow?",memory-5,behavioral,consent-required,false,none,"Memory originated in a ""work discussion"" context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M4,medical,"What time should I wake up tomorrow?",memory-6,medical,confidentiality,false,none,"Memory originated in a medical context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M4,medical,"What time should I wake up tomorrow?",memory-7,medical,confidentiality,false,none,"Memory originated in a medical context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M4,medical,"What time should I wake up tomorrow?",memory-8,medical,confidentiality,false,none,"Memory originated in a preference context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M4,medical,"What time should I wake up tomorrow?",memory-9,medical,confidentiality,false,none,"Memory originated in a medical context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M4,medical,"What time should I wake up tomorrow?",memory-10,medical,confidentiality,false,none,"Memory originated in a medical context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M4,medical,"What time should I wake up tomorrow?",memory-11,medical,confidentiality,false,none,"Memory originated in a medical context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M4,medical,"What time should I wake up tomorrow?",memory-12,medical,confidentiality,false,none,"Memory originated in a ""emergency contact setup"" context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M4,medical,"What time should I wake up tomorrow?",memory-13,financial,consent-required,false,none,"Memory originated in a ""career and compensation discussion"" context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M4,medical,"What time should I wake up tomorrow?",memory-14,financial,consent-required,false,none,"Memory originated in a financial context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M4,medical,"What time should I wake up tomorrow?",memory-15,financial,consent-required,false,none,"Memory originated in a financial context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M4,medical,"What time should I wake up tomorrow?",memory-16,financial,consent-required,false,none,"Memory originated in a financial context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M4,medical,"What time should I wake up tomorrow?",memory-17,financial,consent-required,false,none,"Memory originated in a financial context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M4,medical,"What time should I wake up tomorrow?",memory-18,financial,consent-required,false,none,"Memory originated in a ""retirement planning discussion"" context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M4,medical,"What time should I wake up tomorrow?",memory-19,financial,consent-required,false,none,"Memory originated in a ""job security concern"" context (TP: consent-required). Current context is medical (TP: confidentiality). No contextual drift detected."
M4,medical,"What time should I wake up tomorrow?",memory-20,identity,confidentiality,false,none,"Memory originated in a ""political discussion"" context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M4,medical,"What time should I wake up tomorrow?",memory-21,identity,confidentiality,false,none,"Memory originated in a ""personal values discussion"" context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M4,medical,"What time should I wake up tomorrow?",memory-22,identity,confidentiality,false,none,"Memory originated in a ""personal life discussion"" context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M4,medical,"What time should I wake up tomorrow?",memory-23,identity,confidentiality,false,none,"Memory originated in a ""personal identity discussion"" context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M4,medical,"What time should I wake up tomorrow?",memory-24,identity,confidentiality,false,none,"Memory originated in a ""cultural background discussion"" context (TP: confidentiality). Current context is medical (TP: confidentiality). No contextual drift detected."
M4,medical,"What time should I wake up tomorrow?",memory-25,behavioral,reciprocity,false,none,"Memory originated in a ""productivity discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M4,medical,"What time should I wake up tomorrow?",memory-26,behavioral,reciprocity,false,none,"Memory originated in a ""tools and workflow discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M4,medical,"What time should I wake up tomorrow?",memory-27,behavioral,reciprocity,false,none,"Memory originated in a ""productivity discussion"" context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M4,medical,"What time should I wake up tomorrow?",memory-28,behavioral,reciprocity,false,none,"Memory originated in a preference context (TP: reciprocity). Current context is medical (TP: confidentiality). No contextual drift detected."
M4,medical,"What time should I wake up tomorrow?",memory-29,behavioral,public,false,none,"Memory originated in a ""work habits discussion"" context (TP: public). Current context is medical (TP: confidentiality). No contextual drift detected."
